,Ref_task1_Time,User_task1_Time,Ref_task1_Force,User_task1_Force,Ref_task1_L_pitchAcc,User_task1_L_pitchAcc,Ref_task1_L_yawAcc,User_task1_L_yawAcc,Ref_task1_R_pitchAcc,User_task1_R_pitchAcc,Ref_task1_R_yawAcc,User_task1_R_yawAcc,Ref_task1_L_surgeAcc,User_task1_L_surgeAcc,Ref_task1_L_rollAcc,User_task1_L_rollAcc,Ref_task1_R_surgeAcc,User_task1_R_surgeAcc,Ref_task1_R_rollAcc,User_task1_R_rollAcc,Ref_task1_L_pitchVel,User_task1_L_pitchVel,Ref_task1_L_yawVel,User_task1_L_yawVel,Ref_task1_R_pitchVel,User_task1_R_pitchVel,Ref_task1_R_yawVel,User_task1_R_yawVel,Ref_task1_L_surgeVel,User_task1_L_surgeVel,Ref_task1_L_rollVel,User_task1_L_rollVel,Ref_task1_R_surgeVel,User_task1_R_surgeVel,Ref_task1_R_rollVel,User_task1_R_rollVel,Ref_task1_L_pitch,User_task1_L_pitch,Ref_task1_L_yaw,User_task1_L_yaw,Ref_task1_R_pitch,User_task1_R_pitch,Ref_task1_R_yaw,User_task1_R_yaw,Ref_task1_L_surge,User_task1_L_surge,Ref_task1_L_roll,User_task1_L_roll,Ref_task1_R_surge,User_task1_R_surge,Ref_task1_R_roll,User_task1_R_roll
360,[20.308],[17.597],[0.14],[0.13],[0.02],[0.01],[-0.03],[-0.06],[-0.],[0.],[-0.01],[-0.01],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[-0.],[-1.25],[0.2],[0.3],[-1.08],[0.41],[-1.52],[-0.86],[0.15],[-0.71],[0.41],[0.02],[-0.3],[-0.47],[0.],[0.],[0.04],[0.],[-19.15],[-20.73],[-24.19],[-24.15],[23.77],[24.2],[-22.51],[-20.55],[-44732.],[43018.],[-426.],[-2157.],[229051.],[2073442.],[260513.],[2785843.]
361,[20.356],[17.597],[0.13],[0.13],[0.08],[0.01],[0.01],[0.04],[0.],[0.],[-0.01],[-0.01],[0.01],[0.01],[-0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.4],[0.3],[-0.09],[0.41],[-2.05],[-0.86],[-0.54],[-0.68],[0.02],[0.02],[-0.3],[-0.32],[664.16],[0.],[0.],[0.],[-19.16],[-20.73],[-24.18],[-24.15],[23.65],[23.25],[-22.59],[-20.56],[-44735.],[43018.],[-425.],[-2157.],[229051.],[2073442.],[260513.],[2785843.]
362,[20.409],[17.597],[0.11],[0.12],[-0.05],[-0.03],[0.01],[0.11],[-0.01],[0.],[-0.01],[-0.01],[0.01],[0.01],[-0.],[-0.],[-0.],[-1.25],[-0.],[-1.25],[0.2],[0.3],[0.11],[0.41],[-1.79],[-0.86],[-0.38],[-0.68],[0.02],[0.],[-0.18],[-0.14],[650.88],[0.],[0.],[0.],[-19.21],[-20.73],[-24.16],[-24.15],[23.53],[23.25],[-22.7],[-20.56],[-44738.],[43018.],[-429.],[-2157.],[229051.],[2073442.],[260513.],[2785843.]
363,[20.458],[17.597],[0.12],[0.12],[0.],[-0.],[0.01],[0.05],[0.01],[0.],[-0.02],[-0.01],[0.01],[0.01],[0.],[-0.],[-0.],[-1.25],[-0.],[-1.25],[0.41],[0.3],[0.94],[0.41],[-0.63],[-0.45],[0.06],[-0.68],[0.02],[0.04],[0.],[0.02],[650.88],[0.],[655.04],[0.],[-19.2],[-20.73],[-24.12],[-24.15],[23.47],[23.25],[-22.74],[-20.55],[-44739.],[43018.],[-430.],[-2157.],[229051.],[2073442.],[260513.],[2785843.]
364,[20.508],[17.597],[0.14],[0.14],[-0.01],[-0.],[0.01],[0.05],[0.02],[0.],[0.02],[-0.],[0.01],[0.01],[-0.],[-0.],[-0.],[-1.25],[-0.],[-1.25],[0.31],[0.3],[-0.05],[0.41],[0.14],[-0.45],[1.01],[0.89],[0.02],[0.02],[0.],[0.02],[0.],[0.],[0.],[0.],[-19.22],[-20.73],[-24.13],[-24.15],[23.44],[23.25],[-22.81],[-20.5],[-44740.],[43018.],[-430.],[-2157.],[229051.],[2073442.],[260513.],[2785843.]
365,[20.557],[17.597],[0.13],[0.14],[-0.01],[-0.],[-0.01],[-0.02],[-0.02],[-0.01],[0.],[-0.],[0.],[0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.16],[0.3],[1.11],[0.41],[0.12],[-0.45],[1.2],[1.13],[0.02],[0.02],[0.02],[0.02],[0.],[0.],[0.],[0.],[-19.21],[-20.73],[-24.13],[-24.15],[23.39],[23.25],[-22.81],[-20.48],[-44740.],[43018.],[-430.],[-2157.],[229051.],[2073442.],[260513.],[2785843.]
366,[20.606],[17.597],[0.14],[0.14],[0.01],[0.03],[-0.01],[-0.01],[-0.01],[-0.01],[-0.03],[-0.],[0.],[0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.35],[0.3],[0.83],[0.41],[-0.62],[-0.45],[0.63],[0.64],[0.02],[0.],[0.04],[0.02],[0.],[0.],[0.06],[0.],[-19.19],[-20.73],[-24.11],[-24.15],[23.38],[23.25],[-22.84],[-20.47],[-44743.],[43018.],[-429.],[-2157.],[229051.],[2073442.],[260513.],[2785843.]
367,[20.656],[17.597],[0.12],[0.14],[0.],[-0.01],[0.],[-0.01],[0.01],[0.01],[0.03],[0.01],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.23],[0.3],[-0.78],[0.41],[-0.61],[-0.45],[0.36],[0.64],[0.14],[0.25],[0.08],[0.02],[0.],[0.],[650.88],[0.],[-19.17],[-20.73],[-24.08],[-24.01],[23.39],[23.25],[-22.86],[-20.47],[-44829.],[43018.],[-434.],[-2157.],[229051.],[2073442.],[260513.],[2785843.]
368,[20.704],[17.597],[0.14],[0.14],[-0.01],[-0.01],[0.02],[0.02],[0.01],[0.01],[-0.01],[-0.01],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.72],[0.3],[-0.32],[0.41],[-0.41],[-0.45],[-0.51],[0.64],[0.63],[0.25],[-0.08],[0.02],[664.16],[0.],[0.],[0.],[-19.17],[-20.75],[-24.07],[-24.01],[23.48],[23.25],[-22.89],[-20.44],[-45514.],[43018.],[-390.],[-2157.],[229051.],[2073442.],[260513.],[2785843.]
369,[20.753],[17.597],[0.15],[0.14],[0.],[0.01],[-0.01],[0.],[-0.01],[-0.],[0.01],[-0.],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.23],[0.3],[0.27],[0.41],[-0.17],[-0.45],[0.47],[0.64],[1.35],[1.49],[0.08],[0.02],[638.12],[0.],[0.],[0.],[-19.15],[-20.76],[-24.08],[-24.01],[23.57],[23.25],[-22.92],[-20.42],[-47614.],[43018.],[-309.],[-2157.],[261595.],[2073442.],[293057.],[2785843.]
370,[20.807],[17.597],[0.15],[0.14],[0.],[-0.02],[-0.01],[0.],[-0.14],[0.],[-0.],[-0.],[0.],[-0.],[-0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.32],[0.3],[-0.34],[0.41],[-0.21],[-0.45],[0.56],[0.64],[1.35],[1.38],[0.12],[0.02],[0.],[0.],[0.],[0.],[-19.14],[-20.78],[-24.05],[-24.01],[23.78],[23.25],[-22.96],[-20.41],[-51359.],[43018.],[-167.],[-2157.],[261595.],[2073442.],[293057.],[2785843.]
371,[20.856],[17.597],[0.14],[0.14],[0.01],[0.06],[-0.],[0.],[0.13],[-0.],[0.],[-0.],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.53],[0.3],[-0.15],[0.41],[1.64],[0.12],[-0.73],[0.64],[5.2],[2.06],[0.1],[0.02],[1.22],[0.],[-0.02],[0.],[-19.1],[-20.78],[-24.07],[-24.01],[23.72],[23.25],[-22.93],[-20.38],[-55757.],[43018.],[60.],[-2157.],[261595.],[2073442.],[293057.],[2785843.]
372,[20.905],[17.597],[0.15],[0.14],[-0.01],[-0.01],[0.],[0.],[-0.06],[-0.],[-0.03],[-0.],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.39],[0.3],[0.74],[0.41],[1.86],[0.12],[0.64],[0.64],[5.3],[2.06],[-0.46],[-0.04],[0.9],[0.],[0.14],[0.],[-19.11],[-20.78],[-24.09],[-24.01],[23.55],[23.25],[-22.87],[-20.36],[-59951.],[43018.],[365.],[-2157.],[261563.],[2073442.],[293059.],[2785843.]
373,[20.954],[17.597],[0.13],[0.14],[-0.01],[-0.02],[0.],[0.],[0.06],[-0.],[0.01],[0.01],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.45],[0.3],[0.29],[0.41],[2.42],[0.12],[0.02],[0.64],[2.29],[2.06],[-0.06],[-0.04],[-0.02],[0.],[0.04],[0.],[-19.1],[-20.84],[-24.06],[-24.01],[23.36],[23.25],[-22.83],[-20.35],[-63718.],[43018.],[537.],[-2157.],[261287.],[2073442.],[293067.],[2785843.]
374,[21.004],[17.597],[0.14],[0.14],[-0.01],[-0.02],[0.01],[0.],[-0.02],[-0.],[0.],[0.01],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[-0.],[-1.25],[0.38],[0.3],[-0.15],[0.41],[0.36],[0.12],[0.64],[0.64],[2.64],[2.06],[-0.06],[-0.06],[0.8],[0.],[0.06],[0.],[-19.07],[-20.97],[-24.05],[-24.01],[23.32],[23.25],[-22.8],[-20.33],[-66923.],[43018.],[571.],[-2157.],[260846.],[2073442.],[293073.],[2785843.]
375,[21.053],[17.597],[0.15],[0.14],[-0.],[0.02],[0.01],[0.],[0.03],[-0.],[0.02],[0.01],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.67],[0.3],[-0.4],[0.41],[-2.96],[0.12],[0.63],[0.64],[2.78],[2.06],[-0.12],[-0.06],[1.08],[0.],[323.2],[0.],[-19.05],[-20.95],[-24.06],[-24.01],[23.24],[23.25],[-22.75],[-20.33],[-68749.],[43018.],[574.],[-2157.],[260374.],[2073442.],[293071.],[2785843.]
376,[21.101],[17.597],[0.13],[0.13],[0.01],[0.01],[-0.02],[0.],[-0.01],[-0.],[-0.01],[0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.65],[0.3],[-0.27],[0.41],[0.48],[0.12],[0.81],[0.64],[4.45],[2.06],[-0.08],[-0.06],[0.49],[0.],[0.],[0.],[-19.03],[-20.94],[-24.07],[-24.01],[22.88],[22.59],[-22.72],[-20.28],[-69361.],[43018.],[602.],[-2157.],[259837.],[2073442.],[293070.],[2785843.]
377,[21.151],[17.597],[0.12],[0.13],[-0.01],[-0.],[0.],[0.],[-0.],[-0.],[0.02],[0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-1.01],[0.3],[-0.18],[0.41],[-0.02],[0.12],[-0.49],[-0.12],[2.78],[2.06],[0.],[-0.04],[0.02],[0.],[0.],[0.],[-19.01],[-20.97],[-24.08],[-24.01],[22.37],[22.59],[-22.72],[-20.27],[-69610.],[43018.],[622.],[-2157.],[259356.],[2073442.],[293078.],[2785843.]
378,[21.204],[17.597],[0.15],[0.13],[0.],[-0.],[-0.01],[0.],[0.],[-0.],[-0.03],[0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.36],[0.3],[0.46],[0.41],[0.04],[0.12],[-0.13],[-0.12],[2.06],[2.06],[0.],[-0.04],[0.14],[0.],[0.],[0.],[-18.98],[-20.91],[-24.03],[-24.01],[21.95],[22.59],[-22.7],[-20.2],[-70035.],[43018.],[636.],[-2157.],[259027.],[2073442.],[293078.],[2785843.]
379,[21.253],[17.597],[0.13],[0.13],[0.],[-0.],[0.],[0.],[0.],[-0.],[0.01],[0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[2.24],[0.3],[0.89],[0.41],[-0.07],[0.12],[-0.11],[-0.12],[2.14],[2.06],[-0.08],[-0.04],[0.63],[0.],[0.],[0.],[-18.94],[-20.97],[-24.06],[-24.01],[21.75],[22.59],[-22.68],[-20.13],[-70355.],[43018.],[633.],[-2157.],[258821.],[2073442.],[293074.],[2785843.]
380,[21.302],[17.597],[0.13],[0.13],[-0.01],[-0.01],[0.],[0.],[-0.01],[-0.],[0.01],[0.01],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.08],[0.3],[-0.04],[0.41],[0.13],[0.12],[0.88],[0.93],[0.88],[2.06],[-0.02],[-0.04],[1.2],[0.],[0.],[0.],[-18.99],[-20.96],[-24.],[-24.01],[21.72],[22.59],[-22.69],[-20.09],[-70551.],[43018.],[619.],[-2157.],[258618.],[2073442.],[293062.],[2785843.]
381,[21.352],[17.597],[0.15],[0.13],[0.],[0.01],[-0.01],[-0.03],[0.],[-0.],[0.],[-0.],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.34],[0.3],[0.16],[0.41],[-0.49],[0.12],[0.25],[0.93],[2.69],[3.27],[-0.06],[-0.04],[1.71],[0.],[0.],[0.],[-18.98],[-20.96],[-23.96],[-24.01],[21.82],[22.59],[-22.67],[-21.01],[-70605.],[43018.],[614.],[-2157.],[258501.],[2073442.],[293059.],[2785843.]
382,[21.405],[17.597],[0.12],[0.13],[-0.01],[-0.01],[0.05],[0.02],[-0.],[-0.],[-0.01],[-0.],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[-0.],[-1.25],[-0.09],[0.3],[-0.47],[0.41],[-0.1],[0.12],[1.],[0.93],[2.69],[4.2],[-0.02],[0.],[1.66],[0.],[0.],[0.],[-18.86],[-20.95],[-23.91],[-23.88],[21.93],[22.59],[-22.59],[-22.16],[-70612.],[43018.],[614.],[-2157.],[258461.],[2073442.],[293058.],[2785843.]
383,[21.454],[17.597],[0.13],[0.13],[0.01],[0.01],[-0.02],[-0.01],[-0.01],[-0.],[-0.01],[-0.],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.07],[0.3],[-0.41],[0.41],[0.74],[0.12],[-0.37],[-0.],[6.96],[7.06],[-0.02],[0.],[1.51],[0.],[664.16],[0.],[-18.86],[-21.],[-23.81],[-23.81],[21.98],[22.59],[-22.56],[-22.27],[-70612.],[43018.],[624.],[-2157.],[258461.],[2073442.],[293060.],[2785843.]
384,[21.506],[17.597],[0.13],[0.13],[-0.05],[-0.07],[0.07],[0.02],[0.01],[-0.],[0.01],[-0.],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.28],[0.3],[-0.2],[-0.64],[-0.04],[0.12],[-0.08],[-0.],[7.46],[9.73],[0.],[0.],[1.76],[0.],[650.88],[0.],[-18.88],[-21.04],[-23.74],[-23.74],[21.95],[22.59],[-22.52],[-22.27],[-70612.],[43018.],[628.],[-2157.],[258457.],[2073442.],[293063.],[2785843.]
385,[21.556],[17.597],[0.15],[0.13],[0.04],[0.01],[-0.09],[-0.04],[-0.02],[-0.],[-0.02],[-0.],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.27],[0.3],[-0.72],[-0.64],[-0.3],[0.12],[0.22],[-0.],[7.46],[10.57],[-0.06],[0.],[1.8],[0.],[650.88],[0.],[-18.88],[-21.01],[-23.64],[-23.74],[21.79],[22.59],[-22.51],[-22.27],[-70609.],[43018.],[631.],[-2157.],[258439.],[2073442.],[293064.],[2785843.]
386,[21.605],[17.597],[0.16],[0.13],[0.04],[0.15],[0.],[0.02],[0.01],[-0.],[0.02],[-0.],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.07],[0.3],[1.76],[0.17],[0.05],[0.12],[0.26],[-0.],[5.58],[6.06],[-0.02],[0.],[1.86],[0.],[0.],[0.],[-18.89],[-20.99],[-23.58],[-23.53],[21.61],[22.59],[-22.36],[-22.27],[-70596.],[43018.],[629.],[-2157.],[258429.],[2073442.],[293066.],[2785843.]
387,[21.659],[17.597],[0.15],[0.13],[0.],[-0.1],[-0.02],[0.01],[-0.],[-0.],[0.],[-0.],[0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[-0.27],[0.3],[0.59],[0.17],[0.61],[0.12],[-0.32],[-0.],[3.82],[6.06],[0.],[0.],[2.04],[0.],[0.],[0.],[-18.87],[-20.98],[-23.57],[-23.53],[21.45],[22.59],[-22.32],[-22.27],[-70518.],[43018.],[618.],[-2157.],[258431.],[2073442.],[293067.],[2785843.]
388,[21.708],[17.597],[0.11],[0.12],[0.],[-0.03],[0.04],[0.01],[0.02],[-0.],[0.02],[-0.],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.91],[0.3],[4.25],[0.17],[0.23],[0.12],[-0.83],[-0.],[3.34],[1.24],[-0.08],[0.],[2.29],[0.],[0.],[0.],[-18.86],[-20.94],[-23.51],[-23.53],[21.33],[22.59],[-22.49],[-22.27],[-70486.],[43018.],[615.],[-2157.],[258436.],[2073442.],[293068.],[2785843.]
389,[21.757],[17.597],[0.12],[0.12],[0.],[0.],[-0.01],[0.01],[-0.02],[-0.],[-0.03],[-0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[0.46],[0.3],[-0.16],[0.17],[-6.9],[-0.85],[-0.19],[-0.],[2.61],[1.24],[-0.02],[0.],[1.66],[0.],[0.],[0.],[-18.86],[-20.96],[-23.55],[-23.53],[21.5],[22.59],[-22.48],[-22.27],[-70469.],[43018.],[613.],[-2157.],[258462.],[2073442.],[293070.],[2785843.]
390,[21.806],[17.597],[0.12],[0.12],[0.],[0.],[0.04],[0.02],[0.02],[-0.],[-0.01],[-0.01],[-0.],[-0.],[0.],[-0.],[0.],[-1.25],[0.],[-1.25],[0.04],[0.3],[-0.],[0.17],[-0.53],[-0.76],[-1.34],[-1.6],[1.16],[1.24],[0.],[0.],[1.],[0.],[664.16],[0.],[-18.88],[-20.82],[-23.55],[-23.53],[21.48],[22.59],[-22.51],[-22.27],[-70407.],[43018.],[609.],[-2157.],[258491.],[2073442.],[293072.],[2785843.]
391,[21.859],[17.597],[0.14],[0.12],[-0.01],[-0.01],[-0.02],[-0.01],[-0.01],[-0.],[0.01],[0.01],[-0.],[-0.],[0.],[-0.],[0.],[-1.25],[-0.],[-1.25],[-0.4],[-0.55],[-0.84],[-0.87],[-3.64],[-0.85],[-0.17],[-0.18],[0.92],[1.24],[0.],[0.],[0.74],[0.],[638.12],[0.],[-18.83],[-20.74],[-23.51],[-23.53],[21.36],[22.59],[-22.53],[-22.27],[-70047.],[43018.],[603.],[-2157.],[258514.],[2073442.],[293074.],[2785843.]
392,[21.908],[17.597],[0.13],[0.12],[-0.01],[-0.01],[0.04],[0.01],[0.],[-0.],[0.01],[0.01],[-0.],[-0.],[-0.],[-0.],[-0.],[-1.25],[-0.],[-1.25],[0.62],[1.18],[-0.84],[-0.7],[-0.53],[-0.6],[-0.02],[-0.18],[0.62],[0.18],[0.],[0.],[0.73],[0.],[0.],[0.],[-18.81],[-19.85],[-23.48],[-23.53],[21.12],[22.59],[-22.53],[-22.27],[-69354.],[43018.],[582.],[-2157.],[258518.],[2073442.],[293074.],[2785843.]
393,[21.961],[17.597],[0.11],[0.12],[-0.01],[0.01],[-0.1],[0.],[0.01],[-0.],[0.01],[0.01],[-0.],[-0.],[0.],[-0.],[-0.],[-1.25],[-0.],[-1.25],[-2.16],[-1.29],[-0.84],[-1.33],[-0.53],[-0.53],[0.83],[-0.18],[0.],[0.16],[0.],[0.],[0.64],[0.],[0.06],[0.],[-18.8],[-19.62],[-23.46],[-23.53],[20.87],[22.59],[-22.48],[-22.27],[-68453.],[43018.],[546.],[-2157.],[258520.],[2073442.],[293074.],[2785843.]
394,[22.015],[17.597],[0.11],[0.12],[-0.01],[-0.01],[0.06],[-0.],[-0.03],[-0.],[-0.01],[0.01],[-0.],[-0.],[-0.],[-0.],[-0.],[-1.25],[-0.],[-1.25],[-1.31],[-1.29],[-0.84],[-1.55],[-0.53],[-0.63],[-0.62],[-0.18],[0.],[0.12],[0.],[0.],[0.55],[0.],[0.02],[0.],[-18.82],[-18.88],[-23.45],[-23.33],[20.7],[22.59],[-22.42],[-22.27],[-67536.],[43019.],[499.],[-2157.],[258519.],[2073442.],[293074.],[2785843.]
395,[22.064],[17.597],[0.13],[0.12],[0.02],[0.],[-0.05],[-0.03],[0.],[-0.],[0.01],[0.01],[-0.],[-0.],[-0.],[-0.],[-0.],[-1.25],[0.],[-1.25],[2.84],[0.28],[0.96],[0.93],[-0.53],[-0.58],[-1.35],[-0.18],[0.],[0.18],[0.],[0.],[0.33],[0.],[664.16],[0.],[-18.79],[-18.88],[-23.44],[-23.38],[20.55],[22.59],[-22.38],[-22.27],[-66568.],[43018.],[463.],[-2164.],[258519.],[2073442.],[293074.],[2785843.]
396,[22.118],[17.597],[0.13],[0.12],[-0.04],[-0.],[0.04],[0.],[0.01],[-0.],[-0.01],[0.01],[-0.],[-0.],[0.],[-0.],[0.],[-1.25],[0.],[-1.25],[0.57],[0.28],[0.68],[0.74],[-1.63],[-0.56],[-0.63],[-0.18],[0.],[0.02],[0.],[0.],[0.12],[0.],[-0.04],[0.],[-18.9],[-18.88],[-23.43],[-23.38],[20.46],[22.59],[-22.37],[-22.27],[-65637.],[43018.],[401.],[-2165.],[258519.],[2073442.],[293074.],[2785843.]
397,[22.167],[17.597],[0.16],[0.12],[0.06],[-0.],[-0.03],[0.],[0.],[-0.],[0.01],[0.01],[0.01],[-0.],[-0.],[-0.],[0.],[-1.25],[-0.],[-1.25],[0.61],[0.28],[2.55],[2.65],[0.11],[-0.73],[-0.06],[-0.17],[0.],[0.],[0.],[0.],[0.],[0.],[-0.1],[0.],[-18.97],[-18.88],[-23.43],[-23.38],[20.38],[22.59],[-22.39],[-22.27],[-64851.],[43018.],[370.],[-2170.],[258554.],[2073442.],[293078.],[2785843.]
398,[22.219],[17.597],[0.11],[0.11],[-0.02],[-0.],[0.02],[0.],[-0.],[-0.],[0.01],[0.01],[-0.01],[-0.],[-0.],[-0.],[0.],[-1.25],[-0.],[-1.25],[0.19],[0.28],[1.56],[1.49],[-0.25],[-0.65],[0.22],[0.27],[0.],[0.],[0.],[0.],[0.02],[0.],[-0.04],[0.],[-18.82],[-18.88],[-23.41],[-23.38],[20.38],[22.59],[-22.37],[-22.27],[-64087.],[43018.],[330.],[-2182.],[258595.],[2073442.],[293077.],[2785843.]
399,[22.268],[17.597],[0.11],[0.11],[0.03],[-0.],[0.02],[0.],[0.01],[-0.],[-0.01],[0.01],[-0.],[-0.],[0.],[-0.],[0.],[-1.25],[-0.],[-1.25],[-0.25],[-0.06],[3.48],[2.68],[-0.35],[-0.98],[-0.32],[1.],[0.],[0.02],[0.],[0.],[0.12],[0.],[0.],[0.],[-18.79],[-18.88],[-23.47],[-23.38],[20.52],[22.59],[-22.34],[-22.27],[-63344.],[43018.],[291.],[-2184.],[258634.],[2073442.],[293077.],[2785843.]
400,[22.322],[17.597],[0.11],[0.11],[-0.04],[-0.],[-0.],[0.],[-0.01],[-0.],[-0.],[0.01],[-0.],[-0.],[0.],[-0.],[0.],[-1.25],[-0.],[-1.25],[0.08],[-0.06],[3.48],[6.35],[-0.14],[-0.66],[0.21],[0.44],[0.06],[0.1],[0.],[0.],[0.3],[0.],[-0.04],[0.],[-18.76],[-18.88],[-23.47],[-23.38],[20.69],[22.59],[-22.38],[-22.27],[-62670.],[43018.],[245.],[-2221.],[258660.],[2073442.],[293080.],[2785843.]
401,[22.371],[17.597],[0.1],[0.11],[0.03],[0.01],[-0.],[0.06],[-0.],[-0.],[-0.03],[0.01],[-0.],[-0.],[0.],[-0.],[0.],[-1.25],[-0.],[-1.25],[0.21],[-0.06],[-1.47],[0.43],[0.03],[-0.21],[-0.15],[0.08],[0.06],[0.08],[0.16],[0.12],[0.48],[0.],[-0.02],[0.],[-18.75],[-18.88],[-23.47],[-23.38],[20.81],[22.59],[-22.34],[-22.27],[-62248.],[43093.],[209.],[-2222.],[258674.],[2073442.],[293089.],[2785843.]
402,[22.424],[17.597],[0.15],[0.13],[-0.02],[0.01],[0.17],[-0.01],[-0.01],[-0.],[0.02],[0.01],[-0.],[-0.],[-0.],[-0.],[0.],[-1.25],[-0.],[-1.25],[-0.18],[-0.06],[1.51],[0.43],[-0.23],[-0.21],[0.15],[0.04],[0.06],[0.06],[0.16],[0.06],[0.45],[0.],[-0.08],[0.],[-18.77],[-18.88],[-23.42],[-23.38],[20.87],[22.59],[-22.34],[-22.27],[-62208.],[43679.],[205.],[-2250.],[258678.],[2073442.],[293090.],[2785843.]
403,[22.474],[17.597],[0.11],[0.12],[0.01],[0.01],[-0.21],[-0.09],[0.01],[-0.],[0.03],[0.01],[0.],[-0.],[0.],[-0.],[0.],[-1.25],[0.],[-1.25],[-0.15],[-0.06],[-1.22],[-0.22],[-0.1],[-0.21],[0.65],[0.71],[0.1],[0.16],[0.16],[0.04],[0.2],[0.],[-0.16],[0.],[-18.76],[-18.88],[-23.42],[-23.38],[20.97],[22.59],[-22.31],[-22.27],[-62208.],[44761.],[205.],[-2290.],[258678.],[2073442.],[293090.],[2785843.]
404,[22.527],[17.597],[0.13],[0.12],[0.02],[0.01],[0.02],[0.03],[0.01],[-0.],[0.],[0.01],[0.],[-0.],[-0.],[-0.],[0.],[-1.25],[0.],[-1.25],[-0.08],[-0.06],[1.02],[0.54],[-0.12],[-0.21],[0.23],[0.34],[0.1],[0.68],[0.39],[0.24],[0.16],[0.],[-0.04],[0.],[-18.75],[-18.88],[-23.37],[-23.38],[21.12],[22.59],[-22.28],[-22.27],[-62208.],[46116.],[204.],[-2336.],[258658.],[2073442.],[293090.],[2785843.]
405,[22.575],[17.597],[0.12],[0.12],[0.03],[-0.],[0.],[0.02],[0.],[-0.],[0.01],[0.01],[0.],[-0.],[0.],[-0.],[0.],[-1.25],[0.],[-1.25],[0.44],[-0.06],[-0.47],[-0.06],[-0.52],[-0.21],[0.23],[0.14],[0.1],[1.22],[0.35],[0.24],[0.1],[0.],[-0.04],[0.],[-18.76],[-18.88],[-23.33],[-23.38],[21.24],[22.59],[-22.24],[-22.27],[-62213.],[47154.],[194.],[-2341.],[258613.],[2073442.],[293088.],[2785843.]
406,[22.625],[17.597],[0.1],[0.11],[-0.03],[-0.02],[0.04],[0.02],[-0.03],[-0.01],[-0.01],[-0.01],[0.],[-0.],[-0.],[-0.],[0.],[-1.25],[0.],[-1.25],[-0.1],[-0.06],[-0.47],[0.03],[0.11],[-0.21],[0.23],[0.64],[0.1],[1.1],[0.46],[0.24],[0.06],[0.],[-0.14],[0.],[-18.77],[-18.88],[-23.37],[-23.38],[21.41],[22.59],[-22.26],[-22.27],[-62263.],[48088.],[179.],[-2367.],[258612.],[2073442.],[325632.],[2785843.]
407,[22.674],[17.597],[0.14],[0.15],[-0.01],[-0.02],[-0.05],[-0.02],[0.],[-0.01],[-0.01],[-0.01],[0.01],[0.01],[-0.],[-0.],[0.],[-1.25],[0.],[-1.25],[-0.29],[-0.06],[0.55],[0.45],[-1.09],[-0.61],[0.23],[0.46],[0.1],[0.22],[0.33],[0.24],[0.],[0.],[-0.16],[0.],[-18.77],[-18.88],[-23.38],[-23.38],[21.68],[22.59],[-22.27],[-22.27],[-62486.],[49190.],[172.],[-2392.],[258570.],[2073442.],[325632.],[2785843.]
